PMID,Title,Abstract,Authors,Journal,Year,Keywords,URL,Affiliations
20066389,Predictive testing of the melanocortin 1 receptor for skin cancer and photoaging.,"Genetic predisposition to melanoma and nonmelanoma skin cancer extends far beyond the Fitzpatrick phenotype classification scheme. Specific alleles of the gene that codes for the malnocortin 1 receptor are predictive of skin cancer risk independent of skin type and hair color. The ability to identify high risk patients independent of the red hair phenotype may help to modify routine sun and skin monitoring behaviors. In addition, as this increased skin cancer risk is likely due to impaired UVA and UVB defence mechanisms, consideration of genetic predisposition may also be appropriate for patients undergoing psoralen + UVA (PUVA) or UVB treatments for various cutaneous disorders, such as psoriasis, eczema, and vitiligo. Testing aimed at improving prognostication may serve to limit the influence of certain risk factors.","Lynde C W, Sapra S",Skin therapy letter,2010,"Alleles, Genetic Predisposition to Disease, Genetic Testing, Hair Color, Humans, Melanoma, Phenotype, Predictive Value of Tests, Receptors, Melanocortin, Risk Factors, Skin Aging, Skin Neoplasms, Skin Pigmentation, Ultraviolet Rays",https://pubmed.ncbi.nlm.nih.gov/20066389/,"Division of Dermatology, University of Toronto, Toronto, ON, Canada."
34356109,Behind the Scene: Exploiting MC1R in Skin Cancer Risk and Prevention.,"Melanoma and non-melanoma skin cancers (NMSCs) are the most frequent cancers of the skin in white populations. An increased risk in the development of skin cancers has been associated with the combination of several environmental factors (i.e., ultraviolet exposure) and genetic background, including melanocortin-1 receptor (<i>MC1R</i>) status. In the last few years, advances in the diagnosis of skin cancers provided a great impact on clinical practice. Despite these advances, NMSCs are still the most common malignancy in humans and melanoma still shows a rising incidence and a poor prognosis when diagnosed at an advanced stage. Efforts are required to underlie the genetic and clinical heterogeneity of melanoma and NMSCs, leading to an optimization of the management of affected patients. The clinical implications of the impact of germline <i>MC1R</i> variants in melanoma and NMSCs' risk, together with the additional risk conferred by somatic mutations in other peculiar genes, as well as the role of <i>MC1R</i> screening in skin cancers' prevention will be addressed in the current review.","Manganelli Michele, Guida Stefania, Ferretta Anna, Pellacani Giovanni, Porcelli Letizia, Azzariti Amalia, Guida Gabriella",Genes,2021,"Genetic Predisposition to Disease, Humans, Melanoma, Receptor, Melanocortin, Type 1, Risk Factors, Skin, Skin Neoplasms, Skin Physiological Phenomena",https://pubmed.ncbi.nlm.nih.gov/34356109/,"Department of Basic Medical Sciences, Neurosciences and Sense Organs, University of Bari-""Aldo Moro"", 70125 Bari, Italy.; Department of Clinical Internal, Anesthesiological and Cardiovascular Sciences, Dermatology Clinic, Sapienza University of Rome, 00161 Rome, Italy.; Department of Surgical-Medical-Dental and Morphological Science with Interest Transplant-Oncological and Regenerative Medicine, University of Modena and Reggio Emilia, 41124 Modena, Italy.; Laboratory of Experimental Pharmacology, IRCCS Istituto Tumori Giovanni Paolo II, 70124 Bari, Italy."
26892652,Familial skin cancer syndromes: Increased melanoma risk.,"Phenotypic traits, such as red hair and freckling, increase melanoma risk by 2- to 3-fold. In addition, approximately 10% of melanomas are caused by inherited germline mutations that increase melanoma risk from 4- to >1000-fold. This review highlights the key genes responsible for inherited melanoma, with an emphasis on when a patient should undergo genetic testing. Many genetic syndromes associated with increased melanoma risk are also associated with an increased risk of other cancers. Identification of these high-risk patients is essential for preventive behavior reinforcement, genetic counseling, and ensuring other required cancer screenings.","Ransohoff Katherine J, Jaju Prajakta D, Tang Jean Y, Carbone Michele, Leachman Sancy, Sarin Kavita Y",Journal of the American Academy of Dermatology,2016,"Humans, Melanoma, Neoplastic Syndromes, Hereditary, Risk, Skin Neoplasms",https://pubmed.ncbi.nlm.nih.gov/26892652/,"Department of Dermatology, Oregon Health and Science University, Portland, Oregon.; Department of Dermatology, Stanford University Medical Center, Stanford, California.; Department of Dermatology, Stanford University Medical Center, Stanford, California. Electronic address: ksarin@stanford.edu.; Department of Thoracic Oncology, University of Hawaii Cancer Center, Honolulu, Hawaii."
24807163,"MC1R, the cAMP pathway, and the response to solar UV: extending the horizon beyond pigmentation.","The melanocortin 1 receptor (MC1R) is a G protein-coupled receptor crucial for the regulation of melanocyte proliferation and function. Upon binding melanocortins, MC1R activates several signaling cascades, notably the cAMP pathway leading to synthesis of photoprotective eumelanin. Polymorphisms in the MC1R gene are a major source of normal variation of human hair color and skin pigmentation, response to ultraviolet radiation (UVR), and skin cancer susceptibility. The identification of a surprisingly high number of MC1R natural variants strongly associated with pigmentary phenotypes and increased skin cancer risk has prompted research on the functional properties of the wild-type receptor and frequent mutant alleles. We summarize current knowledge on MC1R structural and functional properties, as well as on its intracellular trafficking and signaling. We also review the current knowledge about the function of MC1R as a skin cancer, particularly melanoma, susceptibility gene and how it modulates the response of melanocytes to UVR.","García-Borrón Jose C, Abdel-Malek Zalfa, Jiménez-Cervantes Celia",Pigment cell & melanoma research,2014,"Alleles, Animals, Cyclic AMP, DNA Damage, Gene Expression Profiling, Genetic Predisposition to Disease, Genetic Variation, Humans, Ligands, Melanocytes, Melanoma, Mice, Mutation, Neoplasms, Radiation-Induced, Phenotype, Pigmentation, Polymorphism, Genetic, Protein Processing, Post-Translational, Protein Structure, Tertiary, Protein Transport, Receptor, Melanocortin, Type 1, Signal Transduction, Skin Neoplasms, Skin Pigmentation, Ultraviolet Rays",https://pubmed.ncbi.nlm.nih.gov/24807163/,"Department of Biochemistry and Molecular Biology, School of Medicine, University of Murcia, Murcia, Spain; Instituto Murciano de Investigación Biomédica (IMIB), El Palmar, Murcia, Spain."
39117851,Hepatocyte-specific loss of melanocortin 1 receptor disturbs fatty acid metabolism and promotes adipocyte hypertrophy.,"Melanocortins mediate their biological functions via five different melanocortin receptors (MC1R - MC5R). MC1R is expressed in the skin and leukocytes, where it regulates skin pigmentation and inflammatory responses. MC1R is also present in the liver and white adipose tissue, but its functional role in these tissues is unclear. This study aimed at determining the regulatory role of MC1R in fatty acid metabolism. Male recessive yellow (Mc1r<sup>e/e</sup>) mice, a model of global MC1R deficiency, and male hepatocyte-specific MC1R deficient mice (Mc1r LKO) were fed a chow or Western diet for 12 weeks. The mouse models were characterized for body weight and composition, liver adiposity, adipose tissue mass and morphology, glucose metabolism and lipid metabolism. Furthermore, qPCR and RNA sequencing analyses were used to investigate gene expression profiles in the liver and adipose tissue. HepG2 cells and primary mouse hepatocytes were used to study the effects of pharmacological MC1R activation. Chow- and Western diet-fed Mc1r<sup>e/e</sup> showed increased liver weight, white adipose tissue mass and plasma triglyceride (TG) concentration compared to wild type mice. This phenotype occurred without significant changes in food intake, body weight, physical activity or glucose metabolism. Mc1r LKO mice displayed a similar phenotype characterized by larger fat depots, increased adipocyte hypertrophy and enhanced accumulation of TG in the liver and plasma. In terms of gene expression, markers of de novo lipogenesis, inflammation and apoptosis were upregulated in the liver of Mc1r LKO mice, while enzymes regulating lipolysis were downregulated in white adipose tissue of these mice. In cultured hepatocytes, selective activation of MC1R reduced ChREBP expression, which is a central transcription factor for lipogenesis. Hepatocyte-specific loss of MC1R disturbs fatty acid metabolism in the liver and leads to an obesity phenotype characterized by enhanced adipocyte hypertrophy and TG accumulation in the liver and circulation.","Thapa Keshav, Ghimire Bishwa, Pokharel Kisun, Cai Minying, Savontaus Eriika, Rinne Petteri",International journal of obesity (2005),2024,"Animals, Humans, Male, Mice, Adipocytes, Fatty Acids, Hepatocytes, Hypertrophy, Lipid Metabolism, Liver, Mice, Knockout, Obesity, Receptor, Melanocortin, Type 1",https://pubmed.ncbi.nlm.nih.gov/39117851/,"Department of Chemistry and Biochemistry, University of Arizona, Tucson, AZ, USA.; Institute for Molecular Medicine Finland (FIMM), HiLIFE Helsinki Institute of Life Science, University of Helsinki, Helsinki, Finland.; Natural Resources Institute Finland (Luke), Jokioinen, Finland.; Research Centre for Integrative Physiology and Pharmacology, Institute of Biomedicine, University of Turku, Turku, Finland.; Research Centre for Integrative Physiology and Pharmacology, Institute of Biomedicine, University of Turku, Turku, Finland. pperin@utu.fi."
25616102,Genetics and nonmelanoma skin cancer in kidney transplant recipients.,"Kidney transplant recipients (KTRs) have a 65- to 250-fold greater risk than the general population of developing nonmelanoma skin cancer. Immunosuppressive drugs combined with traditional risk factors such as UV radiation exposure are the main modifiable risk factors for skin cancer development in transplant recipients. Genetic variation affecting immunosuppressive drug pharmacokinetics and pharmacodynamics has been associated with other transplant complications and may contribute to differences in skin cancer rates between KTRs. Genetic polymorphisms in genes encoding the prednisolone receptor, GST enzyme, MC1R, MTHFR enzyme and COX-2 enzyme have been shown to increase the risk of nonmelanoma skin cancer in KTRs. Genetic association studies may improve our understanding of how genetic variation affects skin cancer risk and potentially guide immunosuppressive treatment and skin cancer screening in at risk individuals.","Burke Michael T, Isbel Nicole, Barraclough Katherine A, Jung Ji-Won, Wells James W, Staatz Christine E",Pharmacogenomics,2015,"Azathioprine, Calcineurin Inhibitors, Cyclosporine, Humans, Immunosuppressive Agents, Kidney Transplantation, Pharmacogenetics, Prednisolone, Prednisone, Skin Neoplasms, Tacrolimus",https://pubmed.ncbi.nlm.nih.gov/25616102/,"Department of Nephrology, University of Queensland at the Princess Alexandra Hospital, Brisbane, Australia."
34455851,Effect of Superstitious Beliefs and Risk Intuitions on Genetic Test Decisions.,"Moving beyond numeric representations of risk perceptions, we examine cognitive causation, or superstitious thinking, and negative affect in risk as predictors of <i>MC1R</i> (i.e., moderate v. high risk) skin cancer genetic testing and responses to this testing. Participants (<i>N</i> = 496) completed baseline assessments using validated measures of cognitive causation (beliefs that thinking about cancer risk increases cancer likelihood) and negative affect in risk (negative feelings generated during risk perception) and subsequently received a test offer. Participants could access a website to learn about and request genetic testing. Those who tested (<i>n</i> = 167) completed assessments of cognitive and affective reactions 2 wk after testing, including the Impact of Events-Revised Intrusive thoughts subscale. Those with higher negative affect in risk were less likely to return a saliva sample for testing (odds ratio = 0.98, 95% confidence interval = 0.96-0.99). Those with higher cognitive causation reported more fear (<i>b</i> = 0.28-0.31; <i>P</i>'s < 0.05). Higher negative affect in risk was associated with more emotion-laden test responses, particularly in those receiving higher-risk as compared with average-risk results. Negative affect in risk did not hamper test information seeking, although it did inhibit the uptake of genetic testing. Those with higher cognitive causation showed more fear regarding their test result, as indicated by higher distress in those who received average-risk results and lower believability in those who received higher-risk results.","Riley Kristen E, Sussman Andrew L, Schofield Elizabeth, Guest Dolores D, Dailey Yvonne T, Schwartz Matthew R, Buller David B, Hunley Keith, Kaphingst Kimberly A, Berwick Marianne, Hay Jennifer L",Medical decision making : an international journal of the Society for Medical Decision Making,2022,"Cognition, Fear, Genetic Testing, Humans, Intuition, Skin Neoplasms",https://pubmed.ncbi.nlm.nih.gov/34455851/,"Klein Buendel, Inc., Golden, CO, USA.; Memorial Sloan Kettering Cancer Center, New York, NY, USA.; Rutgers University, New Brunswick, NJ, USA.; University of New Mexico, Albuquerque, NM, USA.; University of Utah, Huntsman Cancer Center, Salt Lake City, UT, USA."
28676423,Functional interplay between secreted ligands and receptors in melanoma.,"Melanoma, the most aggressive form of skin cancer, results from the malignant transformation of melanocytes located in the basement membrane separating the epidermal and dermal skin compartments. Cutaneous melanoma is often initiated by solar ultraviolet radiation (UVR)-induced mutations. Melanocytes intimately interact with keratinocytes, which provide growth factors and melanocortin peptides acting as paracrine regulators of proliferation and differentiation. Keratinocyte-derived melanocortins activate melanocortin-1 receptor (MC1R) to protect melanocytes from the carcinogenic effect of UVR. Accordingly, MC1R is a major determinant of susceptibility to melanoma. Despite extensive phenotypic heterogeneity and high mutation loads, the molecular basis of melanomagenesis and the molecules mediating the crosstalk between melanoma and stromal cells are relatively well understood. Mutations of intracellular effectors of receptor tyrosine kinase (RTK) signalling, notably NRAS and BRAF, are major driver events more frequent than mutations in RTKs. Nevertheless, melanomas often display aberrant signalling from RTKs such as KIT, ERRB1-4, FGFR, MET and PDGFR, which contribute to disease progression and resistance to targeted therapies. Progress has also been made to unravel the role of the tumour secretome in preparing the metastatic niche. However, key aspects of the melanoma-stroma interplay, such as the molecular determinants of dormancy, remain poorly understood.","Herraiz Cecilia, Jiménez-Cervantes Celia, Sánchez-Laorden Berta, García-Borrón José C",Seminars in cell & developmental biology,2018,"Epidermis, GTP Phosphohydrolases, Gene Expression Regulation, Neoplastic, Genetic Predisposition to Disease, Humans, Keratinocytes, MAP Kinase Signaling System, Melanocytes, Melanoma, Membrane Proteins, Proto-Oncogene Proteins B-raf, Receptor, Melanocortin, Type 1, Skin Neoplasms, Ultraviolet Rays, Melanoma, Cutaneous Malignant",https://pubmed.ncbi.nlm.nih.gov/28676423/,"Department of Biochemistry and Molecular Biology, School of Medicine, University of Murcia, and Instituto Murciano de Investigación Biosanitaria (IMIB), Campus de Ciencias de la Salud, El Palmar, Murcia, Spain.; Department of Biochemistry and Molecular Biology, School of Medicine, University of Murcia, and Instituto Murciano de Investigación Biosanitaria (IMIB), Campus de Ciencias de la Salud, El Palmar, Murcia, Spain. Electronic address: gborron@um.es.; Instituto de Neurociencias, Consejo Superior de Investigaciones Científicas and Universidad Miguel Hernández, San Juan de Alicante, Spain."
30798934,cAMP-mediated regulation of melanocyte genomic instability: A melanoma-preventive strategy.,"Malignant melanoma of the skin is the leading cause of death from skin cancer and ranks fifth in cancer incidence among all cancers in the United States. While melanoma mortality has remained steady for the past several decades, melanoma incidence has been increasing, particularly among fair-skinned individuals. According to the American Cancer Society, nearly 10,000 people in the United States will die from melanoma this year. Individuals with dark skin complexion are protected damage generated by UV-light due to the high content of UV-blocking melanin pigment in their epidermis as well as better capacity for melanocytes to cope with UV damage. There is now ample evidence that suggests that the melanocortin 1 receptor (MC1R) is a major melanoma risk factor. Inherited loss-of-function mutations in MC1R are common in melanoma-prone persons, correlating with a less melanized skin complexion and poorer recovery from mutagenic photodamage. We and others are interested in the MC1R signaling pathway in melanocytes, its mechanisms of enhancing genomic stability and pharmacologic opportunities to reduce melanoma risk based on those insights. In this chapter, we review melanoma risk factors, the MC1R signaling pathway, and the relationship between MC1R signaling and DNA repair.","Holcomb Nathaniel C, Bautista Robert-Marlo, Jarrett Stuart G, Carter Katharine M, Gober Madeline Krentz, D'Orazio John A",Advances in protein chemistry and structural biology,2019,"Animals, Cyclic AMP, Genomic Instability, Humans, Melanocytes, Melanoma",https://pubmed.ncbi.nlm.nih.gov/30798934/,"The Markey Cancer Center, University of Kentucky College of Medicine, Lexington, KY, United States.; The Markey Cancer Center, University of Kentucky College of Medicine, Lexington, KY, United States; Department of Surgery, University of Kentucky College of Medicine, Lexington, KY, United States.; The Markey Cancer Center, University of Kentucky College of Medicine, Lexington, KY, United States; Department of Toxiciology and Cancer Biology, University of Kentucky College of Medicine, Lexington, KY, United States.; The Markey Cancer Center, University of Kentucky College of Medicine, Lexington, KY, United States; Department of Toxiciology and Cancer Biology, University of Kentucky College of Medicine, Lexington, KY, United States; Department of Pediatrics, University of Kentucky College of Medicine, Lexington, KY, United States. Electronic address: jdorazio@uky.edu."
11708951,The melanocortin-1 receptor: red hair and beyond.,"Although human pigmentation is genetically complex, to date polymorphism at only 1 locus, the melanocortin-1 receptor (MC1-R), has been associated with physiologic variation in hair and skin color. The MC1-R, a G protein-coupled receptor with 7 transmembrane-spanning domains, plays a key role in determining the type of melanin (eumelanin vs pheomelanin) that is produced within melanocytes. This article begins with an overview of melanocortin receptors, proopiomelanocortin-derived ligands, and the agouti antagonist, with particular focus on their functions in regulating eumelanin and pheomelanin synthesis, including UV-induced melanogenesis. A brief description of mouse-coat-color genetics is then followed by a discussion of human MC1-R variants, which are present in approximately 50% of white populations. We review the increasing evidence that loss-of-function MC1-R mutations largely account for the red hair phenotype in humans (which approximates an autosomal recessive trait) and also have a strong association with fair skin and a decreased ability to tan, with a significant heterozygote effect in individuals without red hair. Finally, we examine recent work showing that loss-of-function MC1-R variants may increase the risk of developing melanoma and nonmelanoma skin cancer beyond their effects on pigmentation phenotype.","Schaffer J V, Bolognia J L",Archives of dermatology,2001,"Agouti Signaling Protein, Animals, Hair Color, Humans, Intercellular Signaling Peptides and Proteins, Melanocyte-Stimulating Hormones, Mice, Polymorphism, Genetic, Pro-Opiomelanocortin, Proteins, Receptors, Corticotropin, Receptors, Melanocortin, Skin Neoplasms, Skin Pigmentation",https://pubmed.ncbi.nlm.nih.gov/11708951/,"Department of Dermatology, Yale University School of Medicine, 333 Cedar St, New Haven, CT 06520, USA. votavajr@biomed.med.yale.edu"
25219681,Variants of the melanocortin-1 receptor: do they matter clinically?,"The melanocortin 1 receptor (MC1R) gene encodes for a seven-pass transmembrane receptor primarily expressed on melanocytes and melanoma cells. Single nucleotide polymorphisms (SNPs, also termed variants) in MC1R frequently cause red hair, fair skin and are associated with melanoma and keratinocyte-derived skin cancer development. Activation of wild-type (WT) MC1R in skin assists cutaneous photoprotection whereas reduced MC1R signalling, seen with MC1R variants, impairs ultraviolet radiation (UVR)-protective responses. As ancestral humans migrated out of Africa, the evolutionary advantage of MC1R variants may have related to improved cutaneous vitamin D synthesis and higher birthweight reported with certain MC1R variants. Reduced photoprotection secondary to MC1R dysfunction involves pigmentary and non-pigmentary mechanisms (reduced DNA repair, effects on cell proliferation and possibly immunological parameters), leading to clonal expansion of mutated cells within skin and subsequent carcinogenesis. Recent investigations suggest an association between MC1R genotype and vitiligo, with preliminary evidence that a MC1R agonist, [Nle4-D-Phe7]-alpha-MSH, in combination with UVB, assists repigmentation. Future development of compounds to correct defective MC1R responses secondary to MC1R variants could result in photoprotective benefits for fair-skinned individuals and reduce their skin cancer risk.","Haddadeen Ciara, Lai Chester, Cho Shin-Young, Healy Eugene",Experimental dermatology,2015,"Carcinoma, Basal Cell, Carcinoma, Squamous Cell, Genetic Variation, Humans, Light, Melanocytes, Melanoma, Phenotype, Pigmentation, Pigmentation Disorders, Receptor, Melanocortin, Type 1, Signal Transduction, Skin, Skin Neoplasms, Skin Pigmentation, Ultraviolet Rays, Vitiligo, alpha-MSH",https://pubmed.ncbi.nlm.nih.gov/25219681/,"Dermatopharmacology, Sir Henry Wellcome Laboratories, Faculty of Medicine, University of Southampton, Southampton, UK; Dermatology, University Hospital Southampton NHS Foundation Trust, Southampton, UK."
35197079,Melanocortin 1 receptor activation protects against alpha-synuclein pathologies in models of Parkinson's disease.,"Epidemiological studies suggest a link between the melanoma-related pigmentation gene melanocortin 1 receptor (MC1R) and risk of Parkinson's disease (PD). We previously showed that MC1R signaling can facilitate nigrostriatal dopaminergic neuron survival. The present study investigates the neuroprotective potential of MC1R against neurotoxicity induced by alpha-synuclein (αSyn), a key player in PD genetics and pathogenesis. Nigral dopaminergic neuron toxicity induced by local overexpression of aSyn was assessed in mice that have an inactivating mutation of MC1R, overexpress its wild-type transgene, or were treated with MC1R agonists. The role of nuclear factor erythroid 2-related factor 2 (Nrf2) in MC1R-mediated protection against αSyn was characterized in vitro. Furthermore, MC1R expression was determined in human postmortem midbrain from patients with PD and unaffected subjects. Targeted expression of αSyn in the nigrostriatal pathway induced exacerbated synuclein pathologies in MC1R mutant mice, which were accompanied by neuroinflammation and altered Nrf2 responses, and reversed by the human MC1R transgene. Two MC1R agonists were neuroprotective against αSyn-induced dopaminergic neurotoxicity. In vitro experiments showed that Nrf2 was a necessary mediator of MC1R effects. Lastly, MC1R was present in dopaminergic neurons in the human substantia nigra and appeared to be reduced at the tissue level in PD patients. Our study supports an interaction between MC1R and αSyn that can be mediated by neuronal MC1R possibly through Nrf2. It provides evidence for MC1R as a therapeutic target and a rationale for development of MC1R-activating strategies for PD.","Cai Waijiao, Srivastava Pranay, Feng Danielle, Lin Yue, Vanderburg Charles R, Xu Yuehang, Mclean Pamela, Frosch Matthew P, Fisher David E, Schwarzschild Michael A, Chen Xiqun",Molecular neurodegeneration,2022,"Animals, Disease Models, Animal, Dopaminergic Neurons, Humans, Mice, Parkinson Disease, Receptor, Melanocortin, Type 1, alpha-Synuclein",https://pubmed.ncbi.nlm.nih.gov/35197079/,"Cutaneous Biology Research Center, Department of Dermatology, Massachusetts General Hospital, Harvard Medical School, Boston, USA.; MassGeneral Institute for Neurodegenerative Disease, Department of Neurology, Massachusetts General Hospital, Harvard Medical School, Boston, USA.; MassGeneral Institute for Neurodegenerative Disease, Department of Neurology, Massachusetts General Hospital, Harvard Medical School, Boston, USA. xchen17@mgh.harvard.edu.; Mayo Clinic, Jacksonville, FL, USA."
